,house_id,property_type,address,city,state_abbr,zip_code,price,beds,baths,square_feet,lot_size,year_built,hoa_permonth,population,pop_cat,min_temp,max_temp,temp_range,latitude,longitude,url
1757,1758,Single Family Residential,5645 E Foxgrove Dr,Boise,ID,83716,849900,3,2.5,2856,10018,2020,108,205671,large,17.8,81.8,64.0,43.6150186,-116.2023137,http://www.redfin.com/ID/Boise/5645-E-Foxgrove-DR-Unknown/home/171155647
1758,1759,Single Family Residential,2101 N Harrison Blvd,Boise,ID,83702,1395000,5,3.5,4539,7840,1915,0,205671,large,17.8,81.8,64.0,43.6382659,-116.20859920000001,http://www.redfin.com/ID/Boise/2101-N-Harrison-Blvd-83702/home/106743572
1759,1760,Single Family Residential,420 Sherman,Boise,ID,83702,1095000,3,3.0,3317,6969,2020,0,205671,large,17.8,81.8,64.0,43.628392,-116.1928102,http://www.redfin.com/ID/Boise/420-W-Sherman-St-83702/home/106713511
1760,1761,Single Family Residential,10083 W Campville St,Boise,ID,83709,339990,3,2.5,1694,3659,2020,41,205671,large,17.8,81.8,64.0,43.593325899999996,-116.3058971,http://www.redfin.com/ID/Boise/10083-W-Campville-St-83709/home/171129620
1761,1762,Vacant Land,248 N Beno Posto Pl,Boise,ID,83712,3120000,0,0.0,0,226076,unknown,0,205671,large,17.8,81.8,64.0,43.605483899999996,-116.15669199999999,http://www.redfin.com/ID/Boise/248-N-Bene-Posto-Pl-83712/home/171129618
1762,1763,Single Family Residential,10075 W Campville St,Boise,ID,83709,357990,4,2.5,2014,3659,2020,41,205671,large,17.8,81.8,64.0,43.593325899999996,-116.3058971,http://www.redfin.com/ID/Boise/10075-W-Campville-St-83709/home/171129590
1763,1764,Single Family Residential,10043 W Campville St,Boise,ID,83709,354990,4,2.5,2014,3659,2020,41,205671,large,17.8,81.8,64.0,43.593325899999996,-116.3058971,http://www.redfin.com/ID/Boise/10043-W-Campville-St-83709/home/171129490
1764,1765,Condo/Co-op,3075 W Crescent Rim Drive 304 #304,Boise,ID,83706,1125000,2,2.5,2125,0,2020,742,205671,large,17.8,81.8,64.0,43.604593,-116.219844,http://www.redfin.com/ID/Boise/3075-Crescent-Rim-Dr-83706/unit-304/home/171115446
1765,1766,Vacant Land,8820 N Ustick,Boise,ID,83704,589900,0,0.0,0,10323,unknown,13,205671,large,17.8,81.8,64.0,43.634119899999995,-116.2878331,http://www.redfin.com/ID/Boise/8820-N-Ustick-Rd-83704/home/171115349
1766,1767,Single Family Residential,8820 Ustick,Boise,ID,83704,589900,6,2.0,2938,10323,1948,13,205671,large,17.8,81.8,64.0,43.6341828,-116.29307630000001,http://www.redfin.com/ID/Boise/8820-W-Ustick-Rd-83704/home/106817256
1767,1768,Single Family Residential,7365 N Pierce Park Ln,Boise,ID,83714,1240000,3,3.5,3162,227383,2005,7,205671,large,17.8,81.8,64.0,43.683202,-116.26480600000001,http://www.redfin.com/ID/Boise/7365-N-Pierce-Park-Ln-83714/home/106676278
1768,1769,Single Family Residential,41 Whitehawk Way,Boise,ID,83716-3011,1450000,4,2.0,4994,748360,1987,178,205671,large,17.8,81.8,64.0,43.656415,-115.98501100000001,http://www.redfin.com/ID/Boise/41-Whitehawk-Way-83716/home/115188185
1769,1770,Multi-Family (2-4 Unit),2231 W Panama,Boise,ID,83705,359900,4,2.0,1808,14810,1972,0,205671,large,17.8,81.8,64.0,43.5701766,-116.20897420000001,http://www.redfin.com/ID/Boise/2231-Panama-St-83705/home/106661836
1770,1771,Vacant Land,8005 Queen St,Boise,ID,83704,150000,0,0.0,0,5662,unknown,0,205671,large,17.8,81.8,64.0,43.62175,-116.28198400000001,http://www.redfin.com/ID/Boise/8005-W-Queen-Ct-83704/home/106809206
1771,1772,Vacant Land,2345 S Via Privada Ln,Boise,ID,83716,369900,0,0.0,0,16988,unknown,100,205671,large,17.8,81.8,64.0,43.5808403,-116.14034790000001,http://www.redfin.com/ID/Boise/2345-S-Via-Privada-Ln-83716/home/142665483
1772,1773,Single Family Residential,6307 W Franklin,Boise,ID,83709,499500,4,3.0,3182,17119,1959,0,205671,large,17.8,81.8,64.0,43.6034662,-116.26029270000001,http://www.redfin.com/ID/Boise/6307-W-Franklin-Rd-83705/home/106809204
1773,1774,Single Family Residential,430 Ridgeline Dr,Boise,ID,83702,1830000,4,3.0,3766,44866,1987,108,205671,large,17.8,81.8,64.0,43.6355592,-116.19267590000001,http://www.redfin.com/ID/Boise/430-W-Ridgeline-Dr-83702/home/106781207
1774,1775,Multi-Family (2-4 Unit),10065 W Eshelman,Boise,ID,83704-6714,559900,6,5.0,2896,6534,2018,0,205671,large,17.8,81.8,64.0,43.621386,-116.30769599999999,http://www.redfin.com/ID/Boise/10065-W-Eshelman-St-83704/home/146239295
1775,1776,Vacant Land,3121 E Starview Dr,Boise,ID,83712,329900,0,0.0,0,43560,unknown,0,205671,large,17.8,81.8,64.0,43.58023920000001,-116.1479489,http://www.redfin.com/ID/Boise/3121-Starview-Dr-83712/home/142670412
1776,1777,Condo/Co-op,1207 W Fort St #215,Boise,ID,83702,400000,2,2.0,941,0,2004,208,205671,large,17.8,81.8,64.0,43.6241524,-116.20312609999999,http://www.redfin.com/ID/Boise/1207-W-Fort-St-83702/unit-215/home/106733104
1777,1778,Multi-Family (2-4 Unit),3643 Hill Rd,Boise,ID,83703,588000,6,4.0,3304,17424,1965,0,205671,large,17.8,81.8,64.0,43.656014,-116.2345113,http://www.redfin.com/ID/Boise/3643-W-Hill-Rd-83703/home/109560347
1778,1779,Mobile/Manufactured Home,8633 W Irving Ln,Boise,ID,83704,79000,3,2.0,1404,0,2007,0,205671,large,17.8,81.8,64.0,43.6153706,-116.2898416,http://www.redfin.com/ID/Boise/8633-W-Irving-Ln-83704/home/170590831
1779,1780,Vacant Land,0 N Pierce Park Ln,Boise,ID,83714,1200000,0,0.0,0,2196295,unknown,0,205671,large,17.8,81.8,64.0,43.666200599999996,-116.2691114,http://www.redfin.com/ID/Boise/5015-N-Pierce-Park-Ln-83714/home/106815795
1780,1781,Townhouse,7821 Crestwood Dr,Boise,ID,83704,369900,3,2.5,1619,2874,2020,60,205671,large,17.8,81.8,64.0,43.6447177,-116.2798554,http://www.redfin.com/ID/Boise/7821-W-Crestwood-Dr-83704/home/170575633
1781,1782,Townhouse,7817 Crestwood Dr,Boise,ID,83704,367000,3,2.5,1609,1698,2020,60,205671,large,17.8,81.8,64.0,43.6447172,-116.27975579999999,http://www.redfin.com/ID/Boise/7817-W-Crestwood-Dr-83704/home/170575599
1782,1783,Townhouse,7813 W Crestwood Dr,Boise,ID,83704,367000,3,2.5,1609,1742,2020,60,205671,large,17.8,81.8,64.0,43.644716700000004,-116.2796561,http://www.redfin.com/ID/Boise/7813-W-Crestwood-Dr-83704/home/170575569
1783,1784,Condo/Co-op,3075 W Crescent Rim Drive 203 #203,Boise,ID,83706,760000,2,2.0,1662,0,2020,580,205671,large,17.8,81.8,64.0,43.6046327,-116.2198709,http://www.redfin.com/ID/Boise/3075-Crescent-Rim-Dr-83706/unit-203/home/106807465
1784,1785,Condo/Co-op,3075 W Crescent Rim Drive 103 #103,Boise,ID,83706,725000,2,2.0,1662,0,2020,580,205671,large,17.8,81.8,64.0,43.60454420000001,-116.22007920000001,http://www.redfin.com/ID/Boise/3075-Crescent-Rim-Dr-83706/unit-103/home/106779814
1785,1786,Condo/Co-op,3075 W Crescent Rim Dr #101,Boise,ID,83706,975000,2,2.5,2617,0,2020,913,205671,large,17.8,81.8,64.0,43.604384,-116.22011200000001,http://www.redfin.com/ID/Boise/3075-Crescent-Rim-Dr-83706/unit-101/home/106656274
1786,1787,Single Family Residential,1108 E Hearthstone,Boise,ID,83702,1395000,4,3.5,4241,13068,2016,0,205671,large,17.8,81.8,64.0,43.6562529,-116.1766128,http://www.redfin.com/ID/Boise/1108-Hearthstone-Dr-83702/home/106779808
1787,1788,Condo/Co-op,2967 W Crescent Rim Dr,Boise,ID,83706,739000,2,2.5,2057,0,2017,719,205671,large,17.8,81.8,64.0,43.604136600000004,-116.2181494,http://www.redfin.com/ID/Boise/2967-Crescent-Rim-Dr-83706/unit-104/home/109561166
1788,1789,Vacant Land,740 E Brooktrail Ln,Eagle,ID,83616,194500,0,0.0,0,4791,unknown,125,19908,middle,17.8,81.8,64.0,43.665127000000005,-116.34519499999999,http://www.redfin.com/ID/Eagle/Unknown-Unknown/home/146105524
1789,1790,Single Family Residential,2837 Creek Pointe Ln,Eagle,ID,83616,560000,3,2.0,2207,6534,2015,133,19908,middle,17.8,81.8,64.0,43.6693213,-116.35035790000002,http://www.redfin.com/ID/Eagle/2837-S-Creek-Pointe-Ln-83616/home/109554683
1790,1791,Single Family Residential,3878 E Collingwood St,Meridian,ID,83642,340900,3,2.0,1618,7100,2020,67,75092,large,17.8,81.8,64.0,43.5482851,-116.3459123,http://www.redfin.com/ID/Meridian/3878-E-Collingwood-St-83642/home/172660841
1791,1792,Single Family Residential,3595 E Mardia St,Meridian,ID,83642,479900,4,2.5,2570,7927,2020,50,75092,large,17.8,81.8,64.0,43.550483299999996,-116.34941359999999,http://www.redfin.com/ID/Meridian/3595-E-Mardia-St-83642/home/172647401
1792,1793,Single Family Residential,3575 E Mardia St,Meridian,ID,83642,524900,4,3.5,2775,7971,2020,50,75092,large,17.8,81.8,64.0,43.550481,-116.3496663,http://www.redfin.com/ID/Meridian/3575-E-Mardia-St-83642/home/172642699
1793,1794,Single Family Residential,5969 S Hill Farm Way,Meridian,ID,83642,539900,4,3.0,2965,8973,2020,50,75092,large,17.8,81.8,64.0,43.550596500000005,-116.3501625,http://www.redfin.com/ID/Meridian/5969-S-Hill-Farm-Way-83642/home/172615984
1794,1795,Single Family Residential,5490 S Palatino,Meridian,ID,83642,580000,5,3.5,3314,9060,2016,50,75092,large,17.8,81.8,64.0,43.5551785,-116.353066,http://www.redfin.com/ID/Meridian/5490-S-Palatino-Ave-83642/home/109557055
1795,1796,Single Family Residential,3635 E Mardia St,Meridian,ID,83642,555777,3,2.5,2574,7971,2020,50,75092,large,17.8,81.8,64.0,43.5504858,-116.34892909999999,http://www.redfin.com/ID/Meridian/3635-E-Mardia-St-83642/home/172406921
1796,1797,Single Family Residential,TBD N Mendelson,Meridian,ID,83646,695000,4,2.5,2500,17859,2020,125,75092,large,17.8,81.8,64.0,43.6536634,-116.3649074,http://www.redfin.com/ID/Meridian/TBD-N-Mendelson-Ave-83646/home/171588321
1797,1798,Multi-Family (2-4 Unit),"3710 N Centrepoint Way,",Meridian,ID,83646,499900,6,5.0,3042,1742,2019,350,75092,large,17.8,81.8,64.0,43.638298999999996,-116.357153,http://www.redfin.com/ID/Meridian/3710-N-Centrepoint-Way-83646/home/168206945
1798,1799,Single Family Residential,21 Grimes St,Boston,MA,2127,649999,2,2.0,1176,825,1890,0,617594,large,17.1,80.8,63.7,42.3337604,-71.05183659999999,http://www.redfin.com/MA/Boston/21-Grimes-St-02127/home/9195612
1799,1800,Condo/Co-op,16 Mystic St #2,Boston,MA,2129,620000,2,1.0,758,0,1870,119,617594,large,17.1,80.8,63.7,42.3797169,-71.0629213,http://www.redfin.com/MA/Boston/16-Mystic-St-02129/unit-2/home/79084414
1800,1801,Multi-Family (2-4 Unit),15 Jess St,Boston,MA,2130,699000,5,2.0,1785,2169,1885,0,617594,large,17.1,80.8,63.7,42.3152015,-71.1038742,http://www.redfin.com/MA/Boston/15-Jess-St-02130/home/9145085
1801,1802,Condo/Co-op,146 Marlborough St #1,Boston,MA,2116,498000,1,1.0,486,486,1880,190,617594,large,17.1,80.8,63.7,42.352752100000004,-71.0781483,http://www.redfin.com/MA/Boston/146-Marlborough-St-02116/unit-1/home/9250275
1802,1803,Condo/Co-op,1 Howard Pl Unit C,Boston,MA,2125,469000,3,1.0,1189,0,1905,193,617594,large,17.1,80.8,63.7,42.3197761,-71.07192459999999,http://www.redfin.com/MA/Boston/1-Howard-Pl-02125/unit-C/home/171582102
1803,1804,Condo/Co-op,43 Park Vale Ave #7,Boston,MA,2134,499000,3,1.0,780,780,1910,343,617594,large,17.1,80.8,63.7,42.352307399999994,-71.13299140000001,http://www.redfin.com/MA/Boston/43-Park-Vale-Ave-02134/unit-7/home/8996202
1804,1805,Single Family Residential,43 Leyden St #43,Boston,MA,2128,649900,3,2.5,1397,1889,2006,441,617594,large,17.1,80.8,63.7,42.3901295,-71.0109725,http://www.redfin.com/MA/Boston/43-Leyden-St-02128/unit-43/home/172266516
1805,1806,Single Family Residential,9 Sherman St,Boston,MA,2119,559900,5,1.5,2088,2540,1905,0,617594,large,17.1,80.8,63.7,42.3211583,-71.083088,http://www.redfin.com/MA/Boston/9-Sherman-St-02119/home/9292570
1806,1807,Condo/Co-op,180 Telford St #415,Boston,MA,2135,659000,1,1.0,719,0,2018,481,617594,large,17.1,80.8,63.7,42.3638661,-71.1376193,http://www.redfin.com/MA/Boston/180-Telford-St-02135/unit-415/home/171787852
1807,1808,Condo/Co-op,42 8th St #4301,Boston,MA,2129,799000,2,2.0,1149,0,1899,805,617594,large,17.1,80.8,63.7,42.37499879999999,-71.05208780000001,http://www.redfin.com/MA/Boston/42-8th-St-02129/unit-4301/home/9328682
1808,1809,Condo/Co-op,603 E 6Th St #1,Boston,MA,2127,1199000,3,2.5,2018,0,1900,320,617594,large,17.1,80.8,63.7,42.332858,-71.0362643,http://www.redfin.com/MA/Boston/603-E-6th-St-02127/unit-1/home/81971909
1809,1810,Condo/Co-op,944 Dorchester Ave #10,Boston,MA,2125,610000,2,1.0,1238,1238,1910,617,617594,large,17.1,80.8,63.7,42.3185087,-71.0560755,http://www.redfin.com/MA/Boston/944-Dorchester-Ave-02125/unit-10/home/39913645
1810,1811,Condo/Co-op,1 Avery St Unit 14A,Boston,MA,2111,1474000,2,2.5,1488,1488,2000,2071,617594,large,17.1,80.8,63.7,42.353316799999995,-71.0628507,http://www.redfin.com/MA/Boston/1-Avery-St-02111/unit-14A/home/11511027
1811,1812,Condo/Co-op,99 Tremont St #213,Boston,MA,2135,749000,2,2.0,1091,0,2017,462,617594,large,17.1,80.8,63.7,42.351377,-71.1723764,http://www.redfin.com/MA/Boston/99-Tremont-St-02135/unit-213/home/144759630
1812,1813,Condo/Co-op,88 Kingston St Unit 1D,Boston,MA,2111,689000,1,1.0,816,816,1899,409,617594,large,17.1,80.8,63.7,42.352655799999994,-71.05923990000001,http://www.redfin.com/MA/Boston/88-Kingston-St-02111/unit-1D/home/12310497
1813,1814,Condo/Co-op,16 Leverett Ave #10,Boston,MA,2128,409000,2,1.5,1014,1014,1982,416,617594,large,17.1,80.8,63.7,42.38943216,-70.99586248,http://www.redfin.com/MA/Boston/16-Leverett-Ave-02128/unit-10/home/9108544
1814,1815,Condo/Co-op,21 Father Francis Gilday St #301,Boston,MA,2118,949900,2,1.5,971,971,1858,773,617594,large,17.1,80.8,63.7,42.3371558,-71.0732041,http://www.redfin.com/MA/Boston/21-Father-Francis-Gilday-St-02118/unit-301/home/17393101
1815,1816,Condo/Co-op,463 Commonwealth Ave #6,Boston,MA,2215,645000,1,1.0,668,668,1900,219,617594,large,17.1,80.8,63.7,42.34940220000001,-71.0931228,http://www.redfin.com/MA/Boston/463-Commonwealth-Ave-02215/unit-6/home/9240247
1816,1817,Condo/Co-op,126 Jersey St #402,Boston,MA,2215,729900,1,1.0,624,624,2007,357,617594,large,17.1,80.8,63.7,42.342574600000006,-71.09654609999998,http://www.redfin.com/MA/Boston/126-Jersey-St-02215/unit-402/home/18983038
1817,1818,Condo/Co-op,109 N St #1,Boston,MA,2127,425000,1,1.0,480,480,1920,140,617594,large,17.1,80.8,63.7,42.3344853,-71.0314719,http://www.redfin.com/MA/Boston/109-N-St-02127/unit-1/home/11511722
