PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,HOA/MONTH,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),LATITUDE,LONGITUDE
Single Family Residential,37527 N 105TH Pl,Scottsdale,AZ,85262,2698000,4,5,7081,47032,2006,330,http://www.redfin.com/AZ/Scottsdale/37527-N-105th-Pl-85262/home/27030612,33.825439,-111.8531789
Single Family Residential,37200 N CAVE CREEK Rd #1002,Scottsdale,AZ,85262,1995000,2,2.5,3304,10481,2021,580,http://www.redfin.com/AZ/Scottsdale/37200-N-Cave-Creek-Rd-85262/unit-1002/home/171260973,33.8415942,-111.8437439
Single Family Residential,40021 N 106TH Pl,Scottsdale,AZ,85262,1525000,4,4.5,4772,40251,1995,254,http://www.redfin.com/AZ/Scottsdale/40021-N-106th-Pl-85262/unit-144/home/143688520,33.8486275,-111.8503218
Single Family Residential,10066 E GOLF Trl,Scottsdale,AZ,85262,3767000,4,4.5,5748,44415,2021,262,http://www.redfin.com/AZ/Scottsdale/10066-E-Golf-Trl-85262/home/28099866,33.830913,-111.863919
Single Family Residential,40153 N 107TH St,Scottsdale,AZ,85262,1899000,4,4.5,4456,22225,2020,254,http://www.redfin.com/AZ/Scottsdale/40153-N-107th-St-85262/home/27658977,33.849383,-111.847853
Single Family Residential,37422 N 104TH Pl,Scottsdale,AZ,85262,1849000,5,4.5,5277,38904,2008,330,http://www.redfin.com/AZ/Scottsdale/37422-N-104th-Pl-85262/home/27407329,33.8252806,-111.8567188
Single Family Residential,15040 N 100TH Pl,Scottsdale,AZ,85260,537000,4,3,2209,5939,1996,66,http://www.redfin.com/AZ/Scottsdale/15040-N-100th-Pl-85260/home/27008529,33.6225499,-111.87011
Townhouse,8871 E RIVIERA Dr,Scottsdale,AZ,85260,469000,2,2,1385,5995,1986,180,http://www.redfin.com/AZ/Scottsdale/8871-E-Riviera-Dr-85260/home/27580432,33.5936901,-111.8884616
Single Family Residential,9749 E WINCHCOMB Dr,Scottsdale,AZ,85260,619600,5,2.5,2955,9414,1996,56,http://www.redfin.com/AZ/Scottsdale/9749-E-Winchcomb-Dr-85260/home/28339847,33.6151581,-111.870599
Condo/Co-op,14145 N 92ND St #1068,Scottsdale,AZ,85260,225000,2,2,1029,1052,1988,218,http://www.redfin.com/AZ/Scottsdale/14145-N-92nd-St-85260/unit-1068/home/27346740,33.6136852,-111.8800722
Townhouse,10054 E BELL Rd,Scottsdale,AZ,85260,599000,3,3,2233,1716,2016,345,http://www.redfin.com/AZ/Scottsdale/10054-E-Bell-Rd-85260/home/95459987,33.641838,-111.8629918
Single Family Residential,10784 N 102ND Pl,Scottsdale,AZ,85260,849000,5,3,3670,12005,1984,0,http://www.redfin.com/AZ/Scottsdale/10784-N-102nd-Pl-85260/home/27285233,33.5846863,-111.8606547
Condo/Co-op,11333 N 92ND St #1138,Scottsdale,AZ,85260,325000,3,2,1364,133,1988,250,http://www.redfin.com/AZ/Scottsdale/11333-N-92nd-St-85260/unit-1138/home/27266959,33.5895248,-111.882272
Single Family Residential,9166 E LAUREL Ln,Scottsdale,AZ,85260,468888,4,2.5,1936,4529,1987,140,http://www.redfin.com/AZ/Scottsdale/9166-E-Laurel-Ln-85260/home/27898932,33.5947879,-111.8834312
Single Family Residential,11202 N 74TH St,Scottsdale,AZ,85260,1895000,4,5,4482,36421,2006,0,http://www.redfin.com/AZ/Scottsdale/11202-N-74th-St-85260/home/27224911,33.5878247,-111.9220206
Single Family Residential,12124 E WETHERSFIELD Dr,Scottsdale,AZ,85259,1250000,5,4,4016,21461,1998,145,http://www.redfin.com/AZ/Scottsdale/12124-E-Wethersfield-Rd-85259/home/27616880,33.5980749,-111.8198289
Single Family Residential,12610 E LAUREL Ln,Scottsdale,AZ,85259,1000000,3,2.5,3273,10327,1994,64,http://www.redfin.com/AZ/Scottsdale/12610-E-Laurel-Ln-85259/home/27667453,33.5957939,-111.8082775
Single Family Residential,13829 E YUCCA St,Scottsdale,AZ,85259,1425000,5,4.5,4189,19431,2004,136,http://www.redfin.com/AZ/Scottsdale/13829-E-Yucca-St-85259/home/28295390,33.5891607,-111.7823799
Single Family Residential,10510 E SUNNYSIDE Dr,Scottsdale,AZ,85259,4195000,8,8,9386,67763,1996,0,http://www.redfin.com/AZ/Scottsdale/10510-E-Sunnyside-Dr-85259/home/27677449,33.5938242,-111.8541105
Townhouse,8755 E VIA DE SERENO --,Scottsdale,AZ,85258,469900,2,2,1800,4186,1979,297,http://www.redfin.com/AZ/Scottsdale/8755-E-Via-de-Sereno-85258/home/27515854,33.54055,-111.892497
Townhouse,10364 E CINNABAR Ave,Scottsdale,AZ,85258,795000,2,2.5,2041,4512,1987,293,http://www.redfin.com/AZ/Scottsdale/10364-E-Cinnabar-Ave-85258/home/27754781,33.580233,-111.856759
Townhouse,7129 N VIA DE PAESIA --,Scottsdale,AZ,85258,490000,3,2,1755,3705,1974,318,http://www.redfin.com/AZ/Scottsdale/7129-N-Via-De-Paesia-85258/home/28100944,33.5407634,-111.907046
Condo/Co-op,7350 N VIA PASEO DEL SUR -- Unit L207,Scottsdale,AZ,85258,189900,0,1,520,728,1975,197,http://www.redfin.com/AZ/Scottsdale/7350-N-Via-Paseo-Del-Sur-85258/unit-L207/home/27317944,33.5440272,-111.9022867
Single Family Residential,7514 N VIA DE LA ESCUELA --,Scottsdale,AZ,85258,879000,4,2,2534,9954,1984,18,http://www.redfin.com/AZ/Scottsdale/7514-N-Via-De-La-Escuela-85258/home/28199045,33.5471155,-111.9006183
Condo/Co-op,7605 E CASA GRANDE Rd,Scottsdale,AZ,85258,650000,3,3,2750,5020,1973,653,http://www.redfin.com/AZ/Scottsdale/7605-E-Casa-Grande-85258/home/27712157,33.5462815,-111.916245
Single Family Residential,7593 N VIA DE LA LUNA --,Scottsdale,AZ,85258,475000,3,2,1717,4945,1993,144,http://www.redfin.com/AZ/Scottsdale/7593-N-Via-De-La-Luna-85258/home/27904213,33.5466465,-111.8919083
Single Family Residential,7425 E GAINEY RANCH Rd #3,Scottsdale,AZ,85258,1350000,3,3,2960,9977,1993,524,http://www.redfin.com/AZ/Scottsdale/7425-E-Gainey-Ranch-Rd-85258/unit-3/home/27638971,33.5741255,-111.9221338
Single Family Residential,7520 E TURQUOISE Ave,Scottsdale,AZ,85258,649900,4,2,2167,10439,1979,35,http://www.redfin.com/AZ/Scottsdale/7520-E-Turquoise-Ave-85258/home/27635544,33.5755966,-111.9188534
Townhouse,7373 E PLEASANT Run,Scottsdale,AZ,85258,439900,2,2,1590,2906,1979,313,http://www.redfin.com/AZ/Scottsdale/7373-E-Pleasant-Run-85258/home/27414269,33.5512451,-111.9035717
Single Family Residential,7005 N VIA NUEVA --,Scottsdale,AZ,85258,579000,3,2,1890,8559,1975,18,http://www.redfin.com/AZ/Scottsdale/7005-N-Via-Nueva-85258/home/27226440,33.5388023,-111.9077447
Townhouse,7400 E GAINEY CLUB Dr #206,Scottsdale,AZ,85258,575000,2,2,1869,1637,1993,525,http://www.redfin.com/AZ/Scottsdale/7400-E-Gainey-Club-Dr-85258/unit-206/home/28165433,33.5685964,-111.9191939
Condo/Co-op,7350 N VIA PASEO DEL SUR -- Unit P205,Scottsdale,AZ,85258,249500,2,2,1044,1116,1975,366,http://www.redfin.com/AZ/Scottsdale/7350-N-Via-Paseo-Del-Sur-85258/unit-P205/home/27047816,33.5440272,-111.9022867
Single Family Residential,8612 N TIMBERLANE Dr,Scottsdale,AZ,85258,955000,4,2.5,2716,9507,1979,36,http://www.redfin.com/AZ/Scottsdale/8612-N-Timberlane-Dr-85258/home/28243595,33.5624458,-111.9214384
Single Family Residential,8425 N 73RD Pl,Scottsdale,AZ,85258,2499900,6,4,5274,42970,1985,0,http://www.redfin.com/AZ/Scottsdale/8425-N-73rd-Pl-85258/home/26990464,33.5589948,-111.9222069
Condo/Co-op,7272 E GAINEY RANCH Rd #87,Scottsdale,AZ,85258,489000,2,2.5,1895,157,1985,537,http://www.redfin.com/AZ/Scottsdale/7272-E-Gainey-Ranch-Rd-85258/unit-87/home/27018832,33.568159,-111.9252601
Condo/Co-op,7350 N VIA PASEO DEL SUR -- Unit M207,Scottsdale,AZ,85258,240000,2,2,1044,1041,1975,367,http://www.redfin.com/AZ/Scottsdale/7350-N-Via-Paseo-Del-Sur-85258/unit-M207/home/27144235,33.5440272,-111.9022867
Condo/Co-op,7352 N VIA CAMELLO DEL NORTE -- #215,Scottsdale,AZ,85258,412888,3,2,1364,143,1974,393,http://www.redfin.com/AZ/Scottsdale/7352-N-Via-Camello-Del-Norte-85258/unit-215/home/171028338,33.5442729,-111.909035
Townhouse,8989 N GAINEY CENTER Dr #118,Scottsdale,AZ,85258,735000,3,3,2047,277,1994,655,http://www.redfin.com/AZ/Scottsdale/8989-N-Gainey-Center-Dr-85258/unit-118/home/28330232,33.5668015,-111.9150368
Townhouse,8070 E VIA DEL ARBOR --,Scottsdale,AZ,85258,619000,3,2,2295,9847,1978,257,http://www.redfin.com/AZ/Scottsdale/8070-E-Via-Del-Arbor-85258/home/28395128,33.5463876,-111.9063474
Townhouse,7400 E GAINEY CLUB Dr #108,Scottsdale,AZ,85258,699000,2,2,1792,197,1993,570,http://www.redfin.com/AZ/Scottsdale/7400-E-Gainey-Club-Dr-85258/unit-108/home/28176893,33.5688291,-111.9190406
Townhouse,7760 E GAINEY RANCH Rd #32,Scottsdale,AZ,85258,850000,3,3,2112,214,1985,505,http://www.redfin.com/AZ/Scottsdale/7760-E-Gainey-Ranch-Rd-85258/unit-32/home/28270821,33.5693694,-111.9116297
Single Family Residential,7525 E GAINEY RANCH Rd #182,Scottsdale,AZ,85258,925000,3,3,2407,4666,1985,454,http://www.redfin.com/AZ/Scottsdale/7525-E-Gainey-Ranch-Rd-85258/unit-182/home/28193513,33.5735403,-111.9150576
Single Family Residential,7878 E GAINEY RANCH Rd #57,Scottsdale,AZ,85258,1298000,3,2.5,3382,8114,1988,540,http://www.redfin.com/AZ/Scottsdale/7878-E-Gainey-Ranch-Rd-85258/unit-57/home/27879360,33.5663852,-111.9091042
Single Family Residential,7525 E GAINEY RANCH Rd #202,Scottsdale,AZ,85258,865000,3,2.5,2757,4964,1993,454,http://www.redfin.com/AZ/Scottsdale/7525-E-Gainey-Ranch-Rd-85258/unit-202/home/28390211,33.5735672,-111.9140508
Single Family Residential,8119 E FERZON Trl,Scottsdale,AZ,85258,709999,4,2,2432,10275,1980,18,http://www.redfin.com/AZ/Scottsdale/8119-E-Ferzon-Trl-85258/home/27899836,33.578364,-111.9057186
Single Family Residential,7551 E NORTH Ln E,Scottsdale,AZ,85258,639000,4,2,2167,14234,1979,35,http://www.redfin.com/AZ/Scottsdale/7551-E-North-Ln-85258/home/28284810,33.5806307,-111.9177355
Townhouse,7634 E CASA GRANDE Rd,Scottsdale,AZ,85258,499900,3,2,1850,3752,1973,661,http://www.redfin.com/AZ/Scottsdale/7634-E-Casa-Grande-85258/home/28262870,33.5467699,-111.9154067
Single Family Residential,7811 E VAQUERO Dr,Scottsdale,AZ,85258,2700000,5,5.5,6565,47402,1993,636,http://www.redfin.com/AZ/Scottsdale/7811-E-Vaquero-Dr-85258/home/27258267,33.5611732,-111.9100037
Condo/Co-op,7700 E GAINEY RANCH Rd #222,Scottsdale,AZ,85258,520000,2,2,1392,143,1993,625,http://www.redfin.com/AZ/Scottsdale/7700-E-Gainey-Ranch-Rd-85258/unit-222/home/27692166,33.5741323,-111.9097291
Townhouse,7760 E GAINEY RANCH Rd #1,Scottsdale,AZ,85258,695000,3,2,1891,192,1985,505,http://www.redfin.com/AZ/Scottsdale/7760-E-Gainey-Ranch-Rd-85258/unit-1/home/27567077,33.5695732,-111.9140166
Single Family Residential,8701 N 80TH Pl,Scottsdale,AZ,85258,1095000,4,2.5,2765,13197,1978,18,http://www.redfin.com/AZ/Scottsdale/8701-N-80th-Pl-85258/home/26989208,33.5623475,-111.9073721
Single Family Residential,8216 E VERNON Ave,Scottsdale,AZ,85257,560000,4,2,2012,8002,1960,0,http://www.redfin.com/AZ/Scottsdale/8216-E-Vernon-Ave-85257/home/27168714,33.4742417,-111.9032034
Mobile/Manufactured Home,8780 E MCKELLIPS Rd #270,Scottsdale,AZ,85257,29900,2,2,1248,3281312,1979,589,http://www.redfin.com/AZ/Scottsdale/8780-E-McKellips-Rd-85257/unit-270/home/170155140,33.4519387,-111.8989475
Condo/Co-op,720 N 82ND St Unit E8,Scottsdale,AZ,85257,114000,3,1,957,0,1963,310,http://www.redfin.com/AZ/Scottsdale/720-N-82nd-St-85257/unit-E8/home/112963601,33.456106,-111.905488
Condo/Co-op,825 N HAYDEN Rd Unit C15,Scottsdale,AZ,85257,112900,2,2,860,0,1962,289,http://www.redfin.com/AZ/Scottsdale/825-N-Hayden-Rd-85257/unit-C15/home/172652214,33.4570211,-111.9067959
Condo/Co-op,8211 E GARFIELD St Unit J213,Scottsdale,AZ,85257,85000,2,1,888,0,1964,335,http://www.redfin.com/AZ/Scottsdale/8211-E-Garfield-St-85257/unit-J213/home/101737125,33.456475,-111.9042
Condo/Co-op,825 N HAYDEN Rd Unit C207,Scottsdale,AZ,85257,83000,2,1,773,0,1962,280,http://www.redfin.com/AZ/Scottsdale/825-N-Hayden-Rd-85257/unit-C-207/home/143449498,33.4570211,-111.9067959
Townhouse,1105 N GRANITE REEF Rd,Scottsdale,AZ,85257,207000,2,1.5,950,43,1972,150,http://www.redfin.com/AZ/Scottsdale/1105-N-Granite-Reef-Rd-85257/home/28118126,33.460245,-111.900291
Condo/Co-op,815 N HAYDEN Rd Unit A103,Scottsdale,AZ,85257,77000,1,1,634,0,1962,254,http://www.redfin.com/AZ/Scottsdale/815-N-Hayden-Rd-85257/unit-A103/home/27530199,33.4561009,-111.908212
Mobile/Manufactured Home,7660 E McKellips Rd #2,Scottsdale,AZ,85257,100000,2,1,720,5049,1970,120,http://www.redfin.com/AZ/Scottsdale/7660-E-McKellips-Rd-85257/unit-2/home/27824335,33.4517142,-111.9159369
Single Family Residential,8752 E PALM Ln,Scottsdale,AZ,85257,725000,4,3,2450,11406,1960,0,http://www.redfin.com/AZ/Scottsdale/8752-E-Palm-Ln-85257/home/27818758,33.4681964,-111.8943304
Single Family Residential,7831 E LOMA LAND Dr,Scottsdale,AZ,85257,338000,3,2,1356,6396,1958,348,http://www.redfin.com/AZ/Scottsdale/7831-E-Loma-Land-Dr-85257/home/27392937,33.4642318,-111.9119366
Condo/Co-op,8220 E GARFIELD St #223,Scottsdale,AZ,85257,69000,1,1,800,0,1966,307,http://www.redfin.com/AZ/Scottsdale/8220-E-Garfield-St-85257/unit-223/home/172540744,33.4575533,-111.9032962
Mobile/Manufactured Home,7660 E MCKELLIPS Rd #76,Scottsdale,AZ,85257,168500,2,2,962,5053,2008,120,http://www.redfin.com/AZ/Scottsdale/7660-E-McKellips-Rd-85257/unit-76/home/28314698,33.4531478,-111.9155155
Single Family Residential,7332 E TAYLOR St,Scottsdale,AZ,85257,365000,4,2,1700,6082,1961,0,http://www.redfin.com/AZ/Scottsdale/7332-E-Taylor-St-85257/home/27167204,33.4530089,-111.9226028
Condo/Co-op,8210 E GARFIELD St Unit K106,Scottsdale,AZ,85257,88000,2,1,888,0,1965,335,http://www.redfin.com/AZ/Scottsdale/8210-E-Garfield-St-85257/unit-K106/home/27767907,33.457861,-111.904104
Single Family Residential,6882 E ORION Dr,Scottsdale,AZ,85257,699900,3,2.5,2352,2372,2019,169,http://www.redfin.com/AZ/Scottsdale/6882-E-Orion-Dr-85257/home/146068613,33.465354,-111.932342
Condo/Co-op,720 N 82ND St Unit E210,Scottsdale,AZ,85257,77000,1,1,690,0,1962,247,http://www.redfin.com/AZ/Scottsdale/720-N-82nd-St-85257/unit-E210/home/58586669,33.456106,-111.905488
Condo/Co-op,8211 E GARFIELD St Unit J1,Scottsdale,AZ,85257,148000,2,1.5,1088,0,1964,346,http://www.redfin.com/AZ/Scottsdale/8211-E-Garfield-St-85257/unit-J1/home/143452319,33.456475,-111.9042
Townhouse,6850 E MCDOWELL Rd #45,Scottsdale,AZ,85257,629500,3,3,2101,1176,2018,225,http://www.redfin.com/AZ/Scottsdale/6850-E-McDowell-Rd-85257/unit-45/home/167427511,33.4663503,-111.9329785
Townhouse,935 N GRANITE REEF Rd #103,Scottsdale,AZ,85257,234900,2,2.5,1145,52,1985,275,http://www.redfin.com/AZ/Scottsdale/935-N-Granite-Reef-Rd-85257/unit-103/home/28273432,33.4567718,-111.9003446
Mobile/Manufactured Home,8350 E MCKELLIPS Rd #89,Scottsdale,AZ,85257,114000,2,2,1440,4000,1976,743,http://www.redfin.com/AZ/Scottsdale/8350-E-McKellips-Rd-85257/unit-89/home/172371860,33.4536994,-111.9023184
Single Family Residential,6866 E ORION Dr,Scottsdale,AZ,85257,654990,4,2.5,2291,2372,2020,169,http://www.redfin.com/AZ/Scottsdale/6866-E-Orion-Dr-85257/home/146068611,33.465352,-111.932579
Single Family Residential,9910 E PINNACLE PEAK Rd,Scottsdale,AZ,85255,2295000,5,5.5,5843,94486,1976,0,http://www.redfin.com/AZ/Scottsdale/9910-E-Pinnacle-Peak-Rd-85255/home/27425977,33.6990175,-111.8673386
Single Family Residential,10211 E CHINO Dr,Scottsdale,AZ,85255,3795000,5,8,8299,39652,2009,334,http://www.redfin.com/AZ/Scottsdale/10211-E-Chino-Dr-85255/home/27532268,33.6654499,-111.8609108
Single Family Residential,26002 N PALOMINO Trl,Scottsdale,AZ,85255,1275000,5,4.1,4278,54007,1996,47,http://www.redfin.com/AZ/Scottsdale/26002-N-Palomino-Trl-85255/home/27729107,33.7219455,-111.8978935
Townhouse,17629 N 77TH Way,Scottsdale,AZ,85255,535000,4,3,2317,1803,2014,258,http://www.redfin.com/AZ/Scottsdale/17629-N-77th-Way-85255/home/62191982,33.6464414,-111.9131242
Townhouse,17772 N 77th Way,Scottsdale,AZ,85255,698000,3,3.5,2824,2508,2017,258,http://www.redfin.com/AZ/Scottsdale/17772-N-77th-Way-85255/home/95459621,33.6476951,-111.9134592
Single Family Residential,17555 N 101ST Way,Scottsdale,AZ,85255,1495000,5,3.5,4626,13627,2007,298,http://www.redfin.com/AZ/Scottsdale/17555-N-101st-Way-85255/home/27414809,33.6451629,-111.862215
Single Family Residential,19529 N 101st St,Scottsdale,AZ,85255,1425000,4,3.5,4121,8914,2006,303,http://www.redfin.com/AZ/Scottsdale/19529-N-101st-St-85255/home/27556580,33.663379,-111.8634493
Single Family Residential,10848 E BAHIA Dr,Scottsdale,AZ,85255,997000,5,3,3896,10884,1998,43,http://www.redfin.com/AZ/Scottsdale/10848-E-Bahia-Dr-85255/home/26925033,33.6370707,-111.8474964
Single Family Residential,10363 E Caribbean Ln,Scottsdale,AZ,85255,525000,4,2,1837,8116,2000,42,http://www.redfin.com/AZ/Scottsdale/10363-E-Caribbean-Ln-85255/home/27800409,33.6254433,-111.8573942
Single Family Residential,5214 E FELLARS Dr,Scottsdale,AZ,85254,625000,3,2,2212,13850,1982,0,http://www.redfin.com/AZ/Scottsdale/5214-E-Fellars-Dr-85254/home/28069219,33.6359371,-111.9683532
Single Family Residential,5720 E EVERETT Dr,Scottsdale,AZ,85254,649800,5,3,3330,8000,1990,0,http://www.redfin.com/AZ/Scottsdale/5720-E-Everett-Dr-85254/home/27044171,33.6196725,-111.9570465
Single Family Residential,6621 E SHARON Dr,Scottsdale,AZ,85254,750000,4,2,2299,10607,1976,0,http://www.redfin.com/AZ/Scottsdale/6621-E-Sharon-Dr-85254/home/27224030,33.6103527,-111.9379267
Condo/Co-op,7180 E KIERLAND Blvd #915,Scottsdale,AZ,85254,1209000,2,2,1698,1698,2020,1013,http://www.redfin.com/AZ/Scottsdale/15450-N-Scottsdale-Rd-85254/unit-915/home/172686286,33.6267547,-111.9266357
Condo/Co-op,7180 E KIERLAND Blvd #1104,Scottsdale,AZ,85254,554000,1,1,776,776,2020,481,http://www.redfin.com/AZ/Scottsdale/7180-E-Kierland-Blvd-85254/unit-1104/home/172686273,33.626625,-111.926236
Condo/Co-op,7180 E KIERLAND Blvd #418,Scottsdale,AZ,85254,967000,2,2.5,1846,1846,2020,995,http://www.redfin.com/AZ/Scottsdale/7180-E-Kierland-Blvd-85254/unit-418/home/172686266,33.6261,-111.926285
Condo/Co-op,7180 E KIERLAND Blvd #1219,Scottsdale,AZ,85254,935000,2,2,1329,1329,2020,839,http://www.redfin.com/AZ/Scottsdale/7180-E-Kierland-Blvd-85254/unit-1219/home/172686253,33.626208,-111.926274
Condo/Co-op,7180 E KIERLAND Blvd #607,Scottsdale,AZ,85254,1009000,3,2,1758,1758,2020,988,http://www.redfin.com/AZ/Scottsdale/7180-E-Kierland-Blvd-85254/unit-607/home/172686244,33.62688,-111.926238
Condo/Co-op,7180 E KIERLAND Blvd #1209,Scottsdale,AZ,85254,1405000,2,2,1509,1509,2020,952,http://www.redfin.com/AZ/Scottsdale/7160-E-Kierland-Blvd-85254/unit-1209/home/172686178,33.6261401,-111.927377
Condo/Co-op,7180 E KIERLAND Blvd #717,Scottsdale,AZ,85254,955000,2,2,1366,1366,2020,784,http://www.redfin.com/AZ/Scottsdale/7180-E-Kierland-Blvd-85254/unit-717/home/172686171,33.626064,-111.926177
Condo/Co-op,15802 N 71ST St #355,Scottsdale,AZ,85254,999000,4,3.5,3142,2972,2007,1257,http://www.redfin.com/AZ/Scottsdale/15802-N-71st-St-85254/unit-355/home/27279901,33.6296103,-111.9283713
Condo/Co-op,4925 E DESERT COVE Ave #203,Scottsdale,AZ,85254,245000,2,2,1059,11148,1995,255,http://www.redfin.com/AZ/Scottsdale/4925-E-Desert-Cove-Ave-85254/unit-203/home/28204978,33.5856642,-111.9751516
Single Family Residential,6803 E SHEA Blvd,Scottsdale,AZ,85254,645000,4,3,2369,35404,1973,0,http://www.redfin.com/AZ/Scottsdale/6803-E-Shea-Blvd-85254/home/28098092,33.5817721,-111.9358075
Townhouse,4850 E DESERT COVE Ave #204,Scottsdale,AZ,85254,279900,2,2,1098,822,1988,215,http://www.redfin.com/AZ/Scottsdale/4850-E-Desert-Cove-Ave-85254/unit-204/home/27034655,33.5867155,-111.974976
Single Family Residential,4824 E MARSTON Dr,Paradise Valley,AZ,85253,2100000,4,5,6143,24356,1981,25,http://www.redfin.com/AZ/Paradise-Valley/4824-E-Marston-Dr-85253/home/28112145,33.5257993,-111.9777266
Single Family Residential,6403 N LOST DUTCHMAN Dr,Paradise Valley,AZ,85253,2898500,3,3.5,3738,8086,2021,1616,http://www.redfin.com/AZ/Paradise-Valley/6403-N-Lost-Dutchman-Dr-85253/home/110193695,33.5302335,-111.9596005
Townhouse,6940 E COCHISE Rd #1008,Paradise Valley,AZ,85253,379000,3,3,1937,846,2008,282,http://www.redfin.com/AZ/Paradise-Valley/6940-E-Cochise-Rd-85253/unit-1008/home/27315222,33.5805465,-111.9309082
Single Family Residential,7062 E BELMONT Ave,Paradise Valley,AZ,85253,2999999,4,4.5,4252,23393,2020,485,http://www.redfin.com/AZ/Paradise-Valley/7062-E-Belmont-Ave-85253/home/28258280,33.549941,-111.9292867
Single Family Residential,5601 N DELOS Cir,Paradise Valley,AZ,85253,4414888,5,6,6419,44873,2020,0,http://www.redfin.com/AZ/Paradise-Valley/5601-N-Delos-Cir-85253/home/27219733,33.5196414,-111.9983133
Single Family Residential,5911 E SAPPHIRE Ln,Paradise Valley,AZ,85253,2149000,4,4.5,5391,52842,1988,208,http://www.redfin.com/AZ/Paradise-Valley/5911-E-Sapphire-Ln-85253/home/27490667,33.5594471,-111.9534135
Single Family Residential,5700 E CHENEY Dr,Paradise Valley,AZ,85253,4450000,4,6,5400,112102,2002,550,http://www.redfin.com/AZ/Paradise-Valley/5700-E-Cheney-Dr-85253/home/28366676,33.5457585,-111.9590028
Single Family Residential,6015 E Quartz Mountain Rd,Paradise Valley,AZ,85253,2600000,4,3.5,4708,49402,1996,0,http://www.redfin.com/AZ/Paradise-Valley/6015-E-Quartz-Mountain-Rd-85253/home/27989491,33.543296,-111.9516436
Single Family Residential,7537 N LAKESIDE Ln,Paradise Valley,AZ,85253,4900000,5,5.5,5081,49472,2016,350,http://www.redfin.com/AZ/Paradise-Valley/7537-N-Lakeside-Ln-85253/home/40266621,33.5471467,-111.9837815
Single Family Residential,5696 E VILLAGE Dr,Paradise Valley,AZ,85253,2295000,2,2.5,2625,10010,2019,1616,http://www.redfin.com/AZ/Paradise-Valley/5696-E-Village-Dr-85253/home/110193613,33.5305271,-111.9586999
Single Family Residential,5841 E HUMMINGBIRD Ln,Paradise Valley,AZ,85253,2070000,3,3,3232,54391,1974,0,http://www.redfin.com/AZ/Paradise-Valley/5841-E-Hummingbird-Ln-85253/home/27608150,33.5437244,-111.954377
Condo/Co-op,6945 E COCHISE Rd #114,Paradise Valley,AZ,85253,345000,2,2.5,1500,882,1988,225,http://www.redfin.com/AZ/Paradise-Valley/6945-E-Cochise-Rd-85253/unit-114/home/27374540,33.5796501,-111.9321221
Single Family Residential,5003 E Sky Desert Ln,Paradise Valley,AZ,85253,8250000,5,7,7692,124832,2012,0,http://www.redfin.com/AZ/Paradise-Valley/5025-E-Sky-Desert-Ln-85253/home/28274368,33.55517,-111.97293
Single Family Residential,3411 E RANCHO Dr,Paradise Valley,AZ,85253,1650000,6,5.5,5445,45383,1983,0,http://www.redfin.com/AZ/Paradise-Valley/3411-E-Rancho-Dr-85253/home/27422158,33.5223824,-112.0081874
Single Family Residential,4839 E HORSESHOE Rd,Paradise Valley,AZ,85253,3300000,6,6.5,8508,101361,1981,0,http://www.redfin.com/AZ/Paradise-Valley/4839-E-Horseshoe-Rd-85253/home/26981846,33.5658825,-111.9752114
Single Family Residential,4840 E FANFOL Dr,Paradise Valley,AZ,85253,1040000,4,3,2741,44999,1974,0,http://www.redfin.com/AZ/Paradise-Valley/4840-E-Fanfol-Dr-85253/home/28028736,33.5737732,-111.9748388
Single Family Residential,7120 N CLEARWATER Pkwy,Paradise Valley,AZ,85253,1295000,3,5,3204,35525,1967,291,http://www.redfin.com/AZ/Paradise-Valley/7120-N-Clearwater-Pkwy-85253/home/27452204,33.5411007,-111.9934694
Single Family Residential,9390 N 57TH St,Paradise Valley,AZ,85253,2099999,4,4,5880,58059,1991,0,http://www.redfin.com/AZ/Paradise-Valley/9390-N-57th-St-85253/home/27718975,33.5717757,-111.9587233
Single Family Residential,6517 E GOLD DUST Ave,Paradise Valley,AZ,85253,1400000,7,5,4859,35151,1979,0,http://www.redfin.com/AZ/Paradise-Valley/6517-E-Gold-Dust-Ave-85253/home/27925180,33.5781995,-111.9398131
Single Family Residential,6001 N 45th St,Paradise Valley,AZ,85253,4860000,3,3.5,4566,44697,2019,0,http://www.redfin.com/AZ/Paradise-Valley/6001-N-45th-St-85253/home/27120925,33.5244374,-111.9833271
Single Family Residential,6650 N 39TH Pl,Paradise Valley,AZ,85253,3195000,4,6,4931,72004,2015,850,http://www.redfin.com/AZ/Paradise-Valley/6650-N-39th-Pl-85253/home/28427693,33.5338534,-111.9966365
Single Family Residential,4851 E ORCHID Ln,Paradise Valley,AZ,85253,4395000,5,6,6685,43438,2020,0,http://www.redfin.com/AZ/Paradise-Valley/4851-E-Orchid-Ln-85253/home/27926957,33.5637598,-111.9753279
Single Family Residential,6427 E MOUNTAIN VIEW Rd,Paradise Valley,AZ,85253,3250000,6,6.5,6541,35269,2021,0,http://www.redfin.com/AZ/Paradise-Valley/6427-E-Mountain-View-Rd-85253/home/27225104,33.5752905,-111.9416995
